,0,scores
1516,side_study_yr_2_side_R_source_TVU_VISIT_1_sbcd_3,
1517,sbcd_study_yr_2_side_R_source_TVU_VISIT_1_sbcd_3,
1518,study_yr_study_yr_2_side_R_source_TVU_VISIT_1_sbcd_3,
1519,source_study_yr_2_side_R_source_TVU_VISIT_1_sbcd_3,
1527,build_cancers_study_yr_2_side_R_source_TVU_VISIT_1_sbcd_3,
1528,build_incidence_cutoff_study_yr_2_side_R_source_TVU_VISIT_1_sbcd_3,
1529,VISIT_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_1,
1530,side_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_1,
1531,sbcd_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_1,
1532,study_yr_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_1,
1533,source_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_1,
1534,solid_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_1,
1537,cystw_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_1,
1541,build_cancers_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_1,
1542,build_incidence_cutoff_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_1,
1543,VISIT_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_2,
1544,side_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_2,
1545,sbcd_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_2,
1546,study_yr_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_2,
1547,source_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_2,
1548,solid_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_2,
1549,sepst_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_2,
1550,cyst_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_2,
1551,cystw_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_2,
1552,echo_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_2,
1555,build_cancers_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_2,
1556,build_incidence_cutoff_study_yr_2_side_R_source_TVU_VISIT_2_sbcd_2,
1557,VISIT_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_1,
1558,side_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_1,
1559,sbcd_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_1,
1560,study_yr_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_1,
1561,source_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_1,
1569,build_cancers_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_1,
1570,build_incidence_cutoff_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_1,
1571,VISIT_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_2,
1572,side_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_2,
1573,sbcd_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_2,
1574,study_yr_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_2,
1575,source_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_2,
1583,build_cancers_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_2,
1584,build_incidence_cutoff_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_2,
1585,VISIT_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_3,
1586,side_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_3,
1587,sbcd_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_3,
1588,study_yr_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_3,
1589,source_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_3,
1597,build_cancers_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_3,
1598,build_incidence_cutoff_study_yr_3_side_L_source_TVQ_VISIT_1_sbcd_3,
1599,VISIT_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_1,
1600,side_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_1,
1601,sbcd_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_1,
1602,study_yr_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_1,
1603,source_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_1,
1604,solid_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_1,
1605,sepst_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_1,
1607,cystw_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_1,
1611,build_cancers_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_1,
1612,build_incidence_cutoff_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_1,
1613,VISIT_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_2,
1614,side_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_2,
1615,sbcd_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_2,
1616,study_yr_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_2,
1617,source_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_2,
1618,solid_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_2,
1619,sepst_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_2,
1620,cyst_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_2,
1621,cystw_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_2,
1625,build_cancers_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_2,
1626,build_incidence_cutoff_study_yr_3_side_L_source_TVQ_VISIT_2_sbcd_2,
1627,VISIT_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_1,
1628,side_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_1,
1629,sbcd_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_1,
1630,study_yr_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_1,
1631,source_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_1,
1639,build_cancers_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_1,
1640,build_incidence_cutoff_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_1,
1641,VISIT_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_2,
1642,side_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_2,
1643,sbcd_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_2,
1644,study_yr_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_2,
1645,source_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_2,
1653,build_cancers_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_2,
1654,build_incidence_cutoff_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_2,
1655,VISIT_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_3,
1656,side_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_3,
1657,sbcd_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_3,
1658,study_yr_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_3,
1659,source_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_3,
1667,build_cancers_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_3,
1668,build_incidence_cutoff_study_yr_3_side_L_source_TVU_VISIT_1_sbcd_3,
1669,VISIT_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_1,
1670,side_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_1,
1671,sbcd_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_1,
1672,study_yr_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_1,
1673,source_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_1,
1681,build_cancers_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_1,
1682,build_incidence_cutoff_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_1,
1683,VISIT_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_2,
1684,side_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_2,
1685,sbcd_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_2,
1686,study_yr_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_2,
1687,source_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_2,
1688,solid_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_2,
1689,sepst_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_2,
1691,cystw_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_2,
1692,echo_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_2,
1695,build_cancers_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_2,
1696,build_incidence_cutoff_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_2,
1697,VISIT_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_3,
1698,side_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_3,
1699,sbcd_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_3,
1700,study_yr_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_3,
1701,source_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_3,
1702,solid_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_3,
1703,sepst_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_3,
1704,cyst_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_3,
1705,cystw_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_3,
1706,echo_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_3,
1709,build_cancers_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_3,
1710,build_incidence_cutoff_study_yr_3_side_L_source_TVU_VISIT_2_sbcd_3,
1711,VISIT_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_1,
1712,side_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_1,
1713,sbcd_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_1,
1714,study_yr_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_1,
1715,source_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_1,
1723,build_cancers_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_1,
1724,build_incidence_cutoff_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_1,
1725,VISIT_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_2,
1726,side_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_2,
1727,sbcd_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_2,
1728,study_yr_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_2,
1729,source_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_2,
1737,build_cancers_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_2,
1738,build_incidence_cutoff_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_2,
1739,VISIT_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_3,
1740,side_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_3,
1741,sbcd_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_3,
1742,study_yr_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_3,
1743,source_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_3,
1747,cystw_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_3,
1751,build_cancers_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_3,
1752,build_incidence_cutoff_study_yr_3_side_R_source_TVQ_VISIT_1_sbcd_3,
1753,VISIT_study_yr_3_side_R_source_TVQ_VISIT_2_sbcd_1,
1754,side_study_yr_3_side_R_source_TVQ_VISIT_2_sbcd_1,
1755,sbcd_study_yr_3_side_R_source_TVQ_VISIT_2_sbcd_1,
1756,study_yr_study_yr_3_side_R_source_TVQ_VISIT_2_sbcd_1,
1757,source_study_yr_3_side_R_source_TVQ_VISIT_2_sbcd_1,
1758,solid_study_yr_3_side_R_source_TVQ_VISIT_2_sbcd_1,
1759,sepst_study_yr_3_side_R_source_TVQ_VISIT_2_sbcd_1,
1760,cyst_study_yr_3_side_R_source_TVQ_VISIT_2_sbcd_1,
1761,cystw_study_yr_3_side_R_source_TVQ_VISIT_2_sbcd_1,
1762,echo_study_yr_3_side_R_source_TVQ_VISIT_2_sbcd_1,
1765,build_cancers_study_yr_3_side_R_source_TVQ_VISIT_2_sbcd_1,
1766,build_incidence_cutoff_study_yr_3_side_R_source_TVQ_VISIT_2_sbcd_1,
1767,VISIT_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_1,
1768,side_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_1,
1769,sbcd_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_1,
1770,study_yr_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_1,
1771,source_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_1,
1779,build_cancers_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_1,
1780,build_incidence_cutoff_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_1,
1781,VISIT_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_2,
1782,side_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_2,
1783,sbcd_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_2,
1784,study_yr_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_2,
1785,source_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_2,
1793,build_cancers_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_2,
1794,build_incidence_cutoff_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_2,
1795,VISIT_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_3,
1796,side_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_3,
1797,sbcd_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_3,
1798,study_yr_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_3,
1799,source_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_3,
1807,build_cancers_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_3,
1808,build_incidence_cutoff_study_yr_3_side_R_source_TVU_VISIT_1_sbcd_3,
1809,VISIT_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_1,
1810,side_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_1,
1811,sbcd_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_1,
1812,study_yr_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_1,
1813,source_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_1,
1816,cyst_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_1,
1817,cystw_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_1,
1821,build_cancers_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_1,
1822,build_incidence_cutoff_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_1,
1823,VISIT_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_2,
1824,side_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_2,
1825,sbcd_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_2,
1826,study_yr_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_2,
1827,source_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_2,
1828,solid_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_2,
1831,cystw_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_2,
1832,echo_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_2,
1835,build_cancers_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_2,
1836,build_incidence_cutoff_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_2,
1837,VISIT_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_3,
1838,side_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_3,
1839,sbcd_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_3,
1840,study_yr_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_3,
1841,source_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_3,
1842,solid_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_3,
1843,sepst_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_3,
1844,cyst_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_3,
1845,cystw_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_3,
1846,echo_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_3,
1849,build_cancers_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_3,
1850,build_incidence_cutoff_study_yr_3_side_R_source_TVU_VISIT_2_sbcd_3,
